id_cliente,churn,genero,meses_contrato,tipo_contrato,forma_pagamento,fatura_online,servico_telefone,internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,gasto_mensal,total_gasto,contas_diarias
1098-TDVUQ,0,female,1,month-to-month,bank transfer (automatic),1,1,0,0,0,0,0,0,0,19.25,19.25,0.6416666666666667
1099-BTKWT,0,female,68,one year,electronic check,1,0,1,1,0,1,0,1,1,54.4,3724.0,1.8133333333333332
1099-GODLO,0,female,1,two year,mailed check,0,1,0,0,0,0,0,0,0,20.35,20.34,0.6783333333333333
1100-DDVRV,0,male,17,month-to-month,mailed check,1,0,1,0,1,0,0,1,1,49.8,836.5,1.66
1101-SSWAG,0,female,15,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,51.1,711.0,1.7033333333333334
1104-FEJAM,0,male,28,month-to-month,electronic check,0,1,1,0,1,0,0,0,1,64.4,1802.0,2.146666666666667
1104-TNLZA,0,male,28,month-to-month,electronic check,1,1,1,0,1,0,1,1,1,105.8,2998.0,3.5266666666666664
1106-HRLKZ,0,male,40,two year,mailed check,0,1,0,0,0,0,0,0,0,19.6,809.0,0.6533333333333334
1110-KYLGQ,0,female,63,month-to-month,credit card (automatic),0,1,1,1,1,1,0,1,1,108.25,6780.0,3.6083333333333334
1112-CUNAO,1,female,15,month-to-month,electronic check,0,1,1,0,1,0,0,0,1,89.85,1425.0,2.9949999999999997
1113-IUJYX,1,female,14,one year,mailed check,0,1,1,1,1,0,1,1,1,105.95,1349.0,3.5316666666666667
1114-CENIM,1,male,54,month-to-month,credit card (automatic),1,1,1,0,1,0,0,0,0,55.0,3092.0,1.8333333333333333
1116-DXXDF,0,male,39,two year,electronic check,1,1,1,1,0,1,0,1,1,100.45,3802.0,3.3483333333333336
1116-FRYVH,0,female,48,two year,mailed check,0,0,1,1,1,0,1,0,0,39.4,1979.0,1.3133333333333332
1119-VJAQV,0,male,6,month-to-month,electronic check,1,1,1,0,0,1,0,0,0,80.8,457.0,2.6933333333333334
1120-BMWUB,1,female,16,month-to-month,mailed check,1,1,1,0,1,0,1,0,0,53.9,834.0,1.7966666666666666
1121-QSIVB,0,female,44,one year,mailed check,1,1,1,0,1,0,0,1,1,77.55,3472.0,2.585
1122-JWTJW,1,male,1,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,70.65,70.6,2.355
1122-YJBCS,0,male,69,one year,credit card (automatic),1,1,1,1,1,0,0,0,0,53.65,3804.0,1.7883333333333333
1125-SNVCK,0,female,49,month-to-month,mailed check,0,1,1,0,0,0,0,0,0,43.8,2106.0,1.46
1131-ALZWV,0,female,24,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,24.6,605.0,0.8200000000000001
1131-QQZEB,0,male,71,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,23.95,1756.0,0.7983333333333333
1131-SUEKT,0,male,61,one year,bank transfer (automatic),1,1,1,0,1,0,1,1,1,98.45,6144.0,3.2816666666666667
1133-KXCGE,0,female,18,one year,mailed check,0,1,0,0,0,0,0,0,0,20.1,407.0,0.67
1134-YWTYF,0,male,27,month-to-month,electronic check,1,1,1,0,1,0,1,0,0,53.8,1390.0,1.7933333333333332
1135-HIORI,0,female,64,one year,electronic check,1,1,1,0,1,1,1,1,1,111.45,7268.0,3.7150000000000003
1135-LMECX,0,female,1,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.85,19.84,0.6616666666666667
1136-XGEQU,0,female,50,one year,credit card (automatic),1,1,1,0,1,1,1,1,1,84.15,4164.0,2.805
1137-DGOWI,0,female,30,one year,bank transfer (automatic),0,1,1,0,1,1,1,0,1,70.25,2198.0,2.341666666666667
1139-WUOAH,0,male,57,two year,credit card (automatic),0,0,1,0,0,1,1,1,1,53.35,3090.0,1.7783333333333333
1140-UKVZG,0,female,17,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,24.8,475.2,0.8266666666666667
1142-IHLOO,0,female,51,one year,credit card (automatic),0,1,1,0,0,0,0,1,1,87.55,4476.0,2.9183333333333334
1142-WACZW,1,male,2,month-to-month,bank transfer (automatic),0,0,1,0,0,0,1,0,0,29.85,75.6,0.995
1143-NMNQJ,1,female,2,month-to-month,electronic check,1,1,1,0,0,0,0,0,1,85.7,169.8,2.856666666666667
1150-FTQGN,0,female,60,one year,bank transfer (automatic),0,1,1,1,1,0,0,1,0,94.15,5812.0,3.1383333333333336
1150-WFARN,1,female,67,two year,credit card (automatic),1,1,1,1,0,1,1,1,1,108.75,7156.0,3.625
1153-GNOLC,0,male,33,one year,electronic check,1,0,1,0,1,0,0,1,0,39.1,1309.0,1.3033333333333335
1154-HYWWO,0,male,38,one year,mailed check,0,1,1,1,1,0,1,1,0,70.6,2708.0,2.353333333333333
1156-ZFYDO,0,female,1,month-to-month,electronic check,0,1,0,0,0,0,0,0,0,19.75,19.75,0.6583333333333333
1157-BQCUW,1,male,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,74.95,74.94,2.4983333333333335
1159-WFSGR,0,female,16,month-to-month,electronic check,0,1,0,0,0,0,0,0,0,20.4,321.5,0.6799999999999999
1162-ECVII,0,male,72,two year,bank transfer (automatic),1,1,1,0,1,1,1,1,1,109.75,7932.0,3.658333333333333
1163-ONYEY,0,male,41,month-to-month,credit card (automatic),1,1,1,1,1,1,0,1,0,74.55,3024.0,2.485
1163-VIPRI,0,female,65,two year,electronic check,0,1,1,1,0,1,1,1,1,109.3,7336.0,3.643333333333333
1166-PQLGG,0,female,72,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,19.55,1463.0,0.6516666666666667
1167-OYZJF,0,female,67,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,20.05,1263.0,0.6683333333333333
1169-SAOCL,0,male,49,one year,bank transfer (automatic),1,1,1,0,1,0,1,1,1,106.65,5170.0,3.555
1169-WCVAK,0,male,19,month-to-month,credit card (automatic),1,1,1,1,1,0,1,0,0,88.8,1672.0,2.96
1170-SASML,0,female,69,month-to-month,bank transfer (automatic),1,1,1,0,1,1,0,0,0,85.4,5868.0,2.8466666666666667
1171-TYKUR,0,male,47,month-to-month,electronic check,0,1,0,0,0,0,0,0,0,25.4,1139.0,0.8466666666666666
1172-VIYBP,0,male,53,two year,bank transfer (automatic),0,1,1,1,1,0,0,0,1,69.7,3686.0,2.3233333333333333
1173-NOEYG,0,female,27,month-to-month,bank transfer (automatic),0,1,1,0,0,1,0,0,1,90.15,2424.0,3.0050000000000003
1173-XZPYF,0,female,11,month-to-month,electronic check,1,1,1,0,0,1,0,1,0,89.2,990.5,2.9733333333333336
1174-FGIFN,0,female,28,one year,electronic check,1,1,1,0,0,0,1,0,1,90.45,2510.0,3.015
1177-XZBJL,0,male,53,one year,bank transfer (automatic),0,1,1,1,1,0,1,0,0,64.15,3492.0,2.1383333333333336
1178-PZGAB,0,female,19,one year,credit card (automatic),0,1,0,0,0,0,0,0,0,20.25,383.8,0.675
1179-INLAT,0,male,3,one year,mailed check,1,1,0,0,0,0,0,0,0,19.45,69.25,0.6483333333333333
1183-CANVH,0,female,23,one year,bank transfer (automatic),0,1,1,0,0,0,1,1,0,60.0,1347.0,2.0
1184-PJVDB,1,male,10,month-to-month,electronic check,1,1,1,0,0,0,0,1,0,79.95,857.0,2.665
1187-WILMM,0,male,63,two year,credit card (automatic),1,1,1,1,1,1,1,1,1,89.4,5596.0,2.98
1193-RTSLK,1,female,38,month-to-month,credit card (automatic),1,1,1,1,1,1,0,0,0,83.9,3234.0,2.796666666666667
1194-BHJYC,0,male,61,two year,mailed check,1,0,1,1,0,1,1,1,1,62.15,3778.0,2.0716666666666668
1194-HVAIF,0,female,27,month-to-month,credit card (automatic),0,1,1,0,0,0,0,1,1,95.0,2462.0,3.1666666666666665
1194-SPVSP,0,male,1,month-to-month,bank transfer (automatic),0,1,0,0,0,0,0,0,0,19.65,19.66,0.6549999999999999
1195-OIYEJ,1,male,13,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,91.1,1136.0,3.0366666666666666
1195-UQFHQ,0,male,61,one year,electronic check,0,1,1,1,0,1,0,1,1,104.0,6364.0,3.466666666666667
1196-AMORA,1,male,7,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,73.6,520.0,2.453333333333333
1197-BVMVG,0,female,4,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,74.45,294.5,2.481666666666667
1200-TUZHR,0,female,8,month-to-month,electronic check,0,1,1,0,0,0,0,0,1,85.2,696.0,2.8400000000000003
1202-KKGFU,0,female,12,month-to-month,bank transfer (automatic),0,1,1,1,0,0,1,0,0,54.2,690.5,1.8066666666666669
1205-WNWPJ,1,female,7,month-to-month,mailed check,1,1,1,0,0,0,1,1,0,59.5,416.0,1.9833333333333334
1206-EHBDD,0,female,56,two year,bank transfer (automatic),0,1,1,1,0,1,0,0,0,80.3,4510.0,2.6766666666666667
1207-BLKSA,0,female,52,two year,mailed check,0,1,0,0,0,0,0,0,0,23.05,1255.0,0.7683333333333333
1208-DNHLN,1,male,23,one year,credit card (automatic),1,1,1,0,0,0,0,0,0,48.35,1067.0,1.6116666666666668
1208-NBVFH,0,male,20,month-to-month,electronic check,1,1,1,0,0,1,0,0,0,49.6,940.0,1.6533333333333333
1209-VFFOC,0,male,68,two year,mailed check,1,0,1,1,1,1,1,0,1,56.4,3948.0,1.88
1212-GLHMD,0,male,3,month-to-month,mailed check,1,1,1,1,0,0,0,0,1,86.05,244.9,2.868333333333333
1213-NGCUN,1,female,6,month-to-month,bank transfer (automatic),1,1,1,0,0,0,1,0,0,49.65,267.2,1.655
1215-EXRMO,0,male,50,two year,mailed check,0,1,0,0,0,0,0,0,0,20.55,1068.0,0.685
1215-FIGMP,0,male,60,month-to-month,bank transfer (automatic),1,1,1,0,1,0,0,1,0,89.9,5452.0,2.996666666666667
1215-VFYVK,0,female,4,month-to-month,mailed check,0,0,1,1,0,1,1,0,1,48.25,202.2,1.6083333333333334
1216-BGTSP,0,male,45,month-to-month,credit card (automatic),1,1,1,1,0,1,1,1,1,108.45,4964.0,3.615
1216-JWVUX,0,male,25,month-to-month,electronic check,1,1,1,0,1,0,0,0,0,75.5,1901.0,2.5166666666666666
1217-VASWC,0,male,43,one year,bank transfer (automatic),1,1,1,0,1,1,0,1,1,100.55,4304.0,3.3516666666666666
1218-VKFPE,1,female,12,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.0,233.5,0.6333333333333333
1219-NNDDO,0,female,9,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,76.85,663.5,2.5616666666666665
1221-GHZEP,0,female,62,two year,mailed check,1,1,1,1,0,0,1,0,1,65.1,3846.0,2.17
1222-KJNZD,0,male,40,month-to-month,bank transfer (automatic),1,1,0,0,0,0,0,0,0,20.4,745.5,0.6799999999999999
1222-LRYKO,0,male,6,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,26.35,184.0,0.8783333333333334
1223-UNPKS,0,male,20,two year,mailed check,0,1,0,0,0,0,0,0,0,20.05,400.0,0.6683333333333333
1226-IENZN,0,male,16,month-to-month,electronic check,1,1,1,0,0,0,0,0,1,78.75,1218.0,2.625
1226-JZNKR,0,female,8,one year,electronic check,0,1,0,0,0,0,0,0,0,19.8,160.0,0.66
1226-UDFZR,1,female,2,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,49.6,114.7,1.6533333333333333
1227-UDMZR,0,female,72,two year,bank transfer (automatic),1,1,1,1,1,1,1,1,1,91.15,6636.0,3.0383333333333336
1228-FZFRV,1,male,50,month-to-month,credit card (automatic),0,1,1,1,0,1,0,1,1,105.95,5340.0,3.5316666666666667
1228-ZLNBX,0,male,21,month-to-month,mailed check,0,1,1,0,0,0,0,0,0,75.3,1571.0,2.51
1229-RCALF,0,female,64,one year,electronic check,1,1,1,1,1,1,1,1,1,115.0,7396.0,3.8333333333333335
1230-QAJDW,0,male,3,month-to-month,mailed check,1,1,1,0,0,0,1,1,0,65.25,209.9,2.175
1231-YNDEK,0,male,58,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,19.15,1036.0,0.6383333333333333
1232-TPUYA,0,female,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,69.55,69.56,2.3183333333333334
1235-GPKNS,0,female,5,month-to-month,mailed check,0,1,1,0,0,0,0,0,0,46.0,221.8,1.5333333333333334
1236-WFCDV,1,male,14,month-to-month,credit card (automatic),0,1,1,0,0,0,0,1,1,90.45,1266.0,3.015
1237-WIYYZ,0,female,18,month-to-month,mailed check,1,1,0,0,0,0,0,0,0,19.55,389.2,0.6516666666666667
1240-HCBOH,0,female,67,two year,mailed check,1,1,0,0,0,0,0,0,0,26.1,1760.0,0.87
1240-KNSEZ,1,male,1,month-to-month,mailed check,1,1,0,0,0,0,0,0,0,20.1,20.1,0.67
1241-EZFMJ,0,male,61,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,25.45,1539.0,0.8483333333333333
1241-FPMOF,0,male,52,two year,mailed check,0,1,0,0,0,0,0,0,0,19.65,1025.0,0.6549999999999999
1245-HARPS,0,female,14,two year,mailed check,0,1,0,0,0,0,0,0,0,20.4,292.5,0.6799999999999999
1247-QBVSH,0,female,43,month-to-month,mailed check,0,1,1,0,1,0,0,0,0,50.2,2170.0,1.6733333333333333
1248-DYXUB,0,male,52,two year,mailed check,0,1,0,0,0,0,0,0,0,24.8,1229.0,0.8266666666666667
1251-KRREG,1,male,2,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,54.4,114.1,1.8133333333333332
1251-STYSZ,0,female,4,month-to-month,electronic check,1,1,1,1,0,0,0,0,0,80.25,303.8,2.675
1254-IZEYF,1,female,31,month-to-month,electronic check,1,1,1,0,1,0,0,1,1,99.95,3186.0,3.3316666666666666
1257-SXUXQ,0,male,5,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.45,86.06,0.6483333333333333
1258-YMZNM,0,female,27,one year,bank transfer (automatic),1,1,1,1,1,1,0,1,1,110.5,2858.0,3.683333333333333
1260-TTRXI,1,male,4,month-to-month,electronic check,0,1,1,0,0,0,0,0,1,54.3,195.2,1.8099999999999998
1261-FWTTE,0,male,23,month-to-month,bank transfer (automatic),1,0,1,0,0,0,0,0,1,34.65,768.5,1.155
1262-OPMFY,1,female,9,month-to-month,bank transfer (automatic),1,1,1,0,0,1,0,0,0,75.75,656.0,2.525
1264-BYWMS,1,male,55,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,96.8,5284.0,3.2266666666666666
1264-FUHCX,0,female,49,one year,credit card (automatic),1,0,1,0,1,0,1,1,1,56.3,2780.0,1.8766666666666665
1265-BCFEO,0,female,71,two year,bank transfer (automatic),1,1,1,0,0,1,1,1,1,80.45,5664.0,2.6816666666666666
1265-HVPZB,0,male,59,one year,credit card (automatic),0,1,1,1,1,1,0,1,0,66.4,3958.0,2.2133333333333334
1265-XTECC,1,female,68,one year,credit card (automatic),1,1,1,1,1,0,0,0,1,96.55,6580.0,3.2183333333333333
1265-ZFOSD,0,female,64,two year,mailed check,1,1,1,1,1,1,1,0,1,81.3,5130.0,2.71
1266-NZYUI,0,female,72,two year,bank transfer (automatic),0,1,1,1,0,1,1,0,0,66.85,4760.0,2.228333333333333
1268-ASBGA,1,female,16,month-to-month,credit card (automatic),1,1,1,0,0,0,0,0,1,85.35,1375.0,2.8449999999999998
1268-VSSGL,0,male,4,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,70.5,294.2,2.35
1269-FOYWN,0,male,44,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,20.0,861.0,0.6666666666666666
1270-XKUCC,0,female,30,two year,mailed check,0,1,0,0,0,0,0,0,0,19.7,599.0,0.6566666666666666
1271-SJBGZ,1,male,12,month-to-month,electronic check,1,0,1,0,0,1,1,0,1,43.65,527.0,1.4549999999999998
1271-UODNO,0,male,39,two year,credit card (automatic),1,1,1,0,0,0,1,0,0,53.85,2200.0,1.7950000000000002
1272-ILHFG,0,male,15,one year,mailed check,0,1,0,0,0,0,0,0,0,19.65,332.8,0.6549999999999999
1273-MTETI,1,female,4,month-to-month,electronic check,1,1,1,0,0,1,0,0,1,88.85,372.5,2.9616666666666664
1282-IHQAC,0,male,70,one year,credit card (automatic),1,0,1,0,1,1,0,1,0,44.05,3012.0,1.4683333333333333
1285-OKIPP,1,male,1,month-to-month,electronic check,0,1,1,0,0,0,0,0,1,79.9,79.9,2.6633333333333336
1289-RKJJR,0,male,28,month-to-month,electronic check,0,1,1,0,0,1,1,0,1,91.0,2626.0,3.033333333333333
1291-CUOCY,0,male,72,two year,credit card (automatic),1,1,1,0,1,1,1,1,1,110.6,7964.0,3.6866666666666665
1293-BSEUN,0,female,72,two year,mailed check,1,1,0,0,0,0,0,0,0,20.7,1482.0,0.69
1293-HHSHJ,0,female,35,one year,mailed check,0,1,0,0,0,0,0,0,0,21.1,741.0,0.7033333333333334
1297-VQDRP,0,male,68,one year,credit card (automatic),1,1,1,0,0,1,1,1,1,107.15,7380.0,3.5716666666666668
1298-PHBTI,0,male,71,two year,electronic check,1,1,1,0,1,0,1,0,0,84.8,6150.0,2.8266666666666667
1299-AURJA,0,female,70,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,24.7,1686.0,0.8233333333333334
1301-LOPVR,0,male,29,one year,credit card (automatic),1,0,1,1,1,1,1,0,1,55.35,1637.0,1.845
1302-TPUBN,0,male,66,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,19.35,1241.0,0.645
1302-UHBDD,0,male,20,month-to-month,electronic check,0,1,1,0,0,0,0,1,1,89.95,1648.0,2.9983333333333335
1303-SRDOK,0,female,55,two year,credit card (automatic),1,1,1,0,0,0,0,0,0,69.05,3842.0,2.3016666666666667
1304-BCCFO,0,male,9,month-to-month,mailed check,1,1,1,0,0,1,0,1,1,70.05,564.5,2.335
1304-NECVQ,1,female,2,month-to-month,electronic check,1,1,1,0,0,1,0,0,0,78.55,149.5,2.618333333333333
1304-SEGFY,0,female,72,two year,electronic check,1,1,1,0,0,1,0,1,1,97.85,6840.0,3.2616666666666663
1306-RPWXZ,0,female,49,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,20.45,1025.0,0.6816666666666666
1307-ATKGB,0,male,24,month-to-month,electronic check,1,1,1,0,1,1,0,0,1,89.55,2188.0,2.985
1307-TVUFB,0,male,42,month-to-month,bank transfer (automatic),1,1,1,0,1,0,0,0,0,79.35,3344.0,2.645
1309-BXVOQ,1,male,21,month-to-month,electronic check,1,1,1,0,0,1,1,1,1,106.1,2250.0,3.5366666666666666
1309-XGFSN,0,male,52,one year,electronic check,1,1,1,0,1,1,0,1,1,80.85,4080.0,2.695
1310-QRITU,0,female,18,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,50.3,913.5,1.6766666666666665
1314-HQHAL,0,male,58,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,20.3,1132.0,0.6766666666666666
1319-YLZJG,0,male,12,month-to-month,electronic check,1,1,1,1,1,1,0,0,0,84.6,960.0,2.82
1320-GVNHT,0,male,72,two year,credit card (automatic),1,1,1,1,1,1,0,1,1,108.4,7770.0,3.6133333333333337
1320-HTRDR,1,female,3,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,75.5,220.6,2.5166666666666666
1320-REHCS,0,male,52,month-to-month,electronic check,1,1,1,0,1,1,1,1,1,110.75,5830.0,3.691666666666667
1322-AGOQM,1,male,46,month-to-month,bank transfer (automatic),0,0,1,0,1,0,0,0,0,30.3,1380.0,1.01
1323-OOEPC,1,female,53,month-to-month,credit card (automatic),1,1,1,0,1,0,0,1,1,98.4,5148.0,3.2800000000000002
1324-NLTJE,1,female,15,month-to-month,credit card (automatic),0,1,1,0,0,0,1,0,0,55.0,757.0,1.8333333333333333
1325-USMEC,0,male,70,two year,credit card (automatic),1,1,1,1,1,1,0,1,0,99.35,6944.0,3.3116666666666665
1328-EUZHC,0,female,18,two year,mailed check,0,1,0,0,0,0,0,0,0,20.1,370.5,0.67
1329-VHWNP,0,female,7,month-to-month,bank transfer (automatic),0,0,1,0,0,0,0,0,0,25.05,190.0,0.8350000000000001
1333-PBMXB,0,female,54,one year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,24.75,1342.0,0.825
1334-FJSVR,1,male,1,month-to-month,electronic check,1,0,1,0,0,0,0,0,0,24.25,24.25,0.8083333333333333
1334-PDUKM,0,female,68,one year,credit card (automatic),0,1,1,0,1,1,0,0,0,86.45,5764.0,2.881666666666667
1335-HQMKX,0,female,72,one year,electronic check,1,1,1,0,1,1,0,1,1,101.35,7324.0,3.378333333333333
1335-MXCSE,0,male,55,two year,credit card (automatic),1,1,1,0,0,1,1,0,0,55.25,3120.0,1.8416666666666666
1335-NTIUC,0,male,9,month-to-month,electronic check,1,0,1,0,0,0,0,0,0,24.95,190.2,0.8316666666666667
1336-EZFZY,0,female,4,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,20.05,83.3,0.6683333333333333
1337-BOZWO,0,male,18,one year,credit card (automatic),0,0,1,0,1,1,0,1,0,46.4,812.5,1.5466666666666666
1338-CECEE,0,male,41,one year,bank transfer (automatic),0,1,1,0,1,1,0,1,0,68.5,2840.0,2.283333333333333
1342-JPNKI,1,male,10,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,1,0,86.05,834.0,2.868333333333333
1343-EHPYB,1,male,63,month-to-month,electronic check,1,1,1,0,1,1,0,1,1,103.4,6604.0,3.4466666666666668
1345-GKDZZ,0,male,6,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.55,128.6,0.6516666666666667
1345-ZUKID,0,male,14,one year,mailed check,0,1,0,0,0,0,0,0,0,19.35,324.8,0.645
1346-PJWTK,0,male,61,month-to-month,credit card (automatic),0,1,1,0,1,1,1,0,1,94.15,5732.0,3.1383333333333336
1346-UFHAX,0,female,13,month-to-month,credit card (automatic),1,1,1,1,0,0,0,0,0,80.0,1029.0,2.6666666666666665
1347-KTTTA,0,male,64,one year,credit card (automatic),1,1,1,0,1,1,1,1,1,102.45,6656.0,3.415
1349-WXNGG,1,male,1,month-to-month,bank transfer (automatic),0,1,0,0,0,0,0,0,0,20.05,20.05,0.6683333333333333
1352-HNSAW,0,female,72,two year,bank transfer (automatic),1,1,1,1,1,1,1,1,1,115.6,8220.0,3.853333333333333
1352-VHKAJ,0,male,27,month-to-month,bank transfer (automatic),0,1,1,0,0,0,1,1,1,71.6,1957.0,2.3866666666666663
1353-GHZOS,0,male,22,one year,bank transfer (automatic),1,1,1,1,0,0,0,1,0,59.75,1374.0,1.9916666666666667
1353-LJWEM,0,male,11,month-to-month,electronic check,1,1,1,0,1,1,1,0,0,60.9,688.5,2.03
1354-YZFNB,0,male,4,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,19.55,68.8,0.6516666666666667
1355-KUSBG,0,female,7,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,48.8,349.8,1.6266666666666665
1356-MKYSK,0,male,6,month-to-month,credit card (automatic),0,1,1,1,0,1,1,1,1,78.65,483.2,2.621666666666667
1357-BIJKI,0,male,50,one year,electronic check,1,1,1,0,1,0,0,1,1,98.25,4860.0,3.275
1357-MVDOZ,0,male,11,month-to-month,bank transfer (automatic),1,1,1,0,0,1,0,1,0,59.65,683.0,1.9883333333333333
1360-JYXKQ,0,female,54,one year,electronic check,1,1,1,0,0,1,1,1,1,99.1,5436.0,3.3033333333333332
1360-RCYRT,0,male,23,month-to-month,bank transfer (automatic),1,0,1,0,0,0,1,0,0,30.35,679.0,1.0116666666666667
1360-XFJMR,0,female,67,one year,credit card (automatic),1,1,1,0,1,1,1,1,1,109.7,7344.0,3.6566666666666667
1363-TXLSL,1,male,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,70.3,70.3,2.3433333333333333
1370-AQYEM,0,male,5,month-to-month,mailed check,1,1,1,1,0,1,0,0,1,90.35,434.5,3.0116666666666663
1370-GGAWX,0,female,46,one year,electronic check,1,1,1,0,1,1,0,0,1,94.15,4410.0,3.1383333333333336
1371-DWPAZ,0,female,0,two year,credit card (automatic),0,0,1,1,1,1,1,1,0,56.05,0.0,1.8683333333333332
1371-OJCEK,0,female,48,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,24.35,1134.0,0.8116666666666668
1371-WEPDS,0,male,40,one year,electronic check,0,1,1,0,0,0,0,0,1,55.8,2284.0,1.8599999999999999
1373-ORVIZ,1,female,11,month-to-month,electronic check,1,1,1,0,0,0,1,0,1,66.35,741.0,2.2116666666666664
1374-DMZUI,1,female,4,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,94.3,424.5,3.143333333333333
1376-HHBDV,0,female,30,month-to-month,mailed check,1,1,1,1,0,0,0,0,0,48.8,1537.0,1.6266666666666665
1379-FRVEB,0,male,15,month-to-month,electronic check,1,1,1,0,1,0,0,1,0,91.0,1430.0,3.033333333333333
1383-EZRWL,1,female,7,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,20.05,164.9,0.6683333333333333
1384-RCUXW,0,male,16,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,80.55,1249.0,2.685
1385-TQOZW,0,female,9,month-to-month,credit card (automatic),1,1,0,0,0,0,0,0,0,20.45,147.5,0.6816666666666666
1386-ZIKUV,0,male,7,month-to-month,mailed check,1,1,0,0,0,0,0,0,0,18.95,130.5,0.6316666666666666
1389-CXMLU,1,male,3,month-to-month,electronic check,0,1,1,0,0,1,0,1,0,91.05,289.0,3.0349999999999997
1389-WNUIB,0,female,20,one year,bank transfer (automatic),0,1,1,1,0,0,0,1,1,76.0,1589.0,2.533333333333333
1391-UBDAR,0,male,11,month-to-month,electronic check,0,1,1,0,0,1,0,0,0,72.9,818.5,2.43
1393-IMKZG,0,female,1,month-to-month,electronic check,1,1,1,0,0,0,1,1,1,95.85,95.9,3.195
1394-SUIUH,0,female,44,month-to-month,electronic check,1,1,1,1,1,0,1,0,0,85.15,3670.0,2.8383333333333334
1395-OFUWC,0,male,43,month-to-month,credit card (automatic),0,0,1,0,1,0,0,0,0,29.3,1224.0,0.9766666666666667
1395-QOUWC,0,female,22,one year,bank transfer (automatic),1,1,1,0,1,0,0,1,1,69.5,1498.0,2.316666666666667
1395-WSWXR,0,male,24,two year,mailed check,0,1,0,0,0,0,0,0,0,20.75,487.0,0.6916666666666667
1396-QWFBJ,1,female,21,month-to-month,bank transfer (automatic),1,1,1,0,1,0,0,0,0,74.05,1566.0,2.4683333333333333
1397-XKKWR,0,male,7,one year,mailed check,0,0,1,1,0,1,0,0,0,35.3,264.8,1.1766666666666665
1399-OUPJN,0,female,57,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,19.75,1272.0,0.6583333333333333
1399-UBQIU,0,male,11,month-to-month,electronic check,1,1,1,0,0,1,0,1,1,69.35,712.0,2.3116666666666665
1400-MMYXY,1,male,3,month-to-month,electronic check,1,1,1,0,1,1,0,1,1,105.9,334.8,3.5300000000000002
1400-WIVLL,0,male,57,two year,electronic check,0,1,1,0,0,1,1,1,1,107.95,5970.0,3.5983333333333336
1401-FTHFQ,0,male,23,one year,credit card (automatic),1,1,0,0,0,0,0,0,0,20.0,445.2,0.6666666666666666
1402-PTHGN,0,female,18,one year,mailed check,1,1,1,1,1,0,1,0,0,61.5,1087.0,2.05
1403-GYAFU,0,male,70,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,20.05,1360.0,0.6683333333333333
1403-LKLIK,0,female,33,one year,mailed check,0,1,0,0,0,0,0,0,0,20.1,579.5,0.67
1406-PUQVY,0,male,1,month-to-month,electronic check,1,1,1,0,1,0,0,0,0,49.9,49.9,1.6633333333333333
1407-DIGZV,0,female,3,two year,mailed check,0,1,0,0,0,0,0,0,0,19.1,52.0,0.6366666666666667
