id_cliente,churn,genero,meses_contrato,tipo_contrato,forma_pagamento,fatura_online,servico_telefone,internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,gasto_mensal,total_gasto,contas_diarias
3126-WQMGH,False,female,49,month-to-month,credit card (automatic),1,1,1,0,0,0,0,0,0,52.15,2584.0,1.7383333333333333
3128-YOVTD,False,female,51,month-to-month,bank transfer (automatic),1,1,1,1,1,0,0,0,0,79.15,4018.0,2.6383333333333336
3129-AAQOU,False,female,19,two year,mailed check,0,1,0,0,0,0,0,0,0,25.6,486.0,0.8533333333333334
3130-ICDUP,False,female,2,month-to-month,credit card (automatic),0,1,1,1,0,0,0,0,0,80.55,188.1,2.685
3131-NWVFJ,False,female,14,one year,mailed check,0,1,0,0,0,0,0,0,0,19.55,294.5,0.6516666666666667
3132-TVFDZ,True,male,57,month-to-month,electronic check,1,0,1,0,0,0,0,1,1,44.85,2572.0,1.495
3133-PZNSR,False,male,72,two year,credit card (automatic),1,1,1,1,1,0,1,0,1,97.75,6990.0,3.2583333333333333
3134-DSHVC,False,female,63,two year,credit card (automatic),0,1,1,1,1,1,0,1,0,98.0,6220.0,3.2666666666666666
3134-JCVOE,False,female,3,month-to-month,mailed check,0,0,1,0,1,0,0,0,0,29.2,98.5,0.9733333333333333
3137-LUPIX,False,female,4,month-to-month,mailed check,1,1,1,0,0,0,1,1,0,64.4,253.0,2.146666666666667
3137-NYQQI,False,male,17,one year,mailed check,0,1,1,1,1,0,0,0,1,64.8,1176.0,2.1599999999999997
3138-BKYAV,True,male,6,month-to-month,electronic check,1,1,1,0,1,0,0,1,0,85.35,489.5,2.8449999999999998
3143-ILDAL,True,male,56,month-to-month,electronic check,1,1,1,0,1,0,1,0,1,94.45,5124.0,3.1483333333333334
3143-JQEGI,True,female,13,month-to-month,electronic check,0,1,1,0,0,0,0,1,1,88.35,1223.0,2.945
3144-AUDBS,True,female,6,month-to-month,electronic check,1,1,1,0,0,0,1,0,0,49.15,270.8,1.6383333333333332
3144-KMTWZ,False,male,71,month-to-month,bank transfer (automatic),1,1,1,0,1,1,0,0,1,93.25,6668.0,3.1083333333333334
3146-JTQHR,False,male,10,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,19.6,189.5,0.6533333333333334
3146-MSEGF,False,female,72,two year,credit card (automatic),1,1,1,1,1,1,1,1,1,88.05,6424.0,2.935
3148-AOIQT,False,female,69,two year,credit card (automatic),1,1,0,0,0,0,0,0,0,24.95,1718.0,0.8316666666666667
3148-BLQJT,True,male,1,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,20.1,20.1,0.67
3154-CFSZG,False,male,47,month-to-month,electronic check,0,1,1,1,0,1,0,0,1,90.05,4136.0,3.0016666666666665
3154-HMWUU,False,male,60,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,20.5,1199.0,0.6833333333333333
3156-QLHBO,False,male,2,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.25,48.34,0.6416666666666667
3158-MOERK,True,female,2,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,96.0,174.8,3.2
3160-TYXLT,False,male,53,month-to-month,bank transfer (automatic),1,0,1,1,1,0,0,0,1,46.3,2546.0,1.5433333333333332
3161-GETRM,False,male,34,month-to-month,credit card (automatic),1,1,1,0,0,1,0,0,1,90.05,3096.0,3.0016666666666665
3161-ONRWK,False,male,60,one year,bank transfer (automatic),1,1,1,1,1,1,1,0,0,65.85,3928.0,2.195
3161-PJNCN,False,female,67,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,20.05,1263.0,0.6683333333333333
3162-KKZXO,False,female,55,one year,electronic check,1,1,1,0,0,1,0,1,1,100.15,5410.0,3.3383333333333334
3162-ZJZFU,False,male,53,month-to-month,electronic check,1,1,1,0,1,0,1,1,0,92.55,4780.0,3.085
3164-AALRN,True,male,5,one year,mailed check,1,1,1,0,0,1,0,1,1,70.0,347.5,2.3333333333333335
3164-YAXFY,False,male,57,month-to-month,electronic check,1,0,1,1,0,1,0,1,1,53.75,3196.0,1.7916666666666667
3165-HDOEW,True,male,1,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,45.85,45.84,1.5283333333333333
3166-PNEOF,False,female,61,two year,credit card (automatic),0,1,1,1,0,1,1,1,1,86.45,5176.0,2.881666666666667
3167-SNQPL,False,male,38,month-to-month,electronic check,0,1,1,0,1,0,0,1,1,101.15,3742.0,3.371666666666667
3170-GWYKC,False,female,60,month-to-month,bank transfer (automatic),1,1,1,1,0,1,1,1,1,104.95,6236.0,3.4983333333333335
3170-NMYVV,False,female,50,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,20.15,931.0,0.6716666666666666
3173-NVMPX,False,female,9,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,55.3,501.2,1.8433333333333333
3173-WSSUE,False,female,71,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,19.7,1416.0,0.6566666666666666
3174-AKMAS,False,female,46,two year,credit card (automatic),1,1,1,0,1,0,1,1,0,64.2,3010.0,2.14
3174-RKMOW,False,male,35,month-to-month,electronic check,1,1,1,0,1,1,1,1,1,109.95,3782.0,3.665
3177-LASXD,True,female,1,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,71.35,71.4,2.378333333333333
3178-CIFOT,False,female,23,one year,credit card (automatic),1,1,0,0,0,0,0,0,0,19.65,478.0,0.6549999999999999
3178-FESZO,True,female,1,month-to-month,credit card (automatic),1,1,1,0,1,0,0,1,1,100.25,100.25,3.341666666666667
3179-GBRWV,False,male,21,month-to-month,bank transfer (automatic),1,1,1,1,1,0,0,0,1,64.95,1340.0,2.165
3181-MIZBN,False,male,16,month-to-month,electronic check,0,1,0,0,0,0,0,0,0,19.75,313.5,0.6583333333333333
3181-VTHOE,False,male,70,one year,bank transfer (automatic),1,0,1,0,1,1,1,0,1,51.05,3636.0,1.7016666666666667
3186-AJIEK,False,male,66,two year,bank transfer (automatic),1,1,1,1,0,1,1,1,1,105.65,6844.0,3.521666666666667
3186-BAXNB,True,female,1,month-to-month,electronic check,0,1,1,0,1,0,1,1,0,91.7,91.7,3.0566666666666666
3190-FZATL,False,male,14,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.95,268.5,0.6649999999999999
3190-ITQXP,False,female,46,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,20.25,890.5,0.675
3190-XFANI,True,male,49,one year,bank transfer (automatic),1,1,1,0,0,0,1,1,1,100.6,5068.0,3.353333333333333
3191-CSNMG,False,female,3,month-to-month,electronic check,1,1,1,0,0,0,0,1,0,80.7,239.5,2.69
3192-LNKRK,False,male,34,month-to-month,mailed check,1,1,1,0,0,1,0,1,0,84.05,2910.0,2.8016666666666667
3192-NQECA,True,male,68,two year,bank transfer (automatic),1,1,1,0,1,1,1,1,1,110.0,7612.0,3.6666666666666665
3194-ORPIK,True,female,50,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,1,0,84.4,4116.0,2.8133333333333335
3195-TQDZX,False,male,3,month-to-month,electronic check,1,1,0,0,0,0,0,0,0,20.25,61.44,0.675
3196-NVXLZ,False,female,25,month-to-month,mailed check,1,1,1,0,0,0,0,1,0,84.6,2088.0,2.82
3197-ARFOY,False,female,19,month-to-month,mailed check,1,1,1,1,1,0,1,1,1,105.0,2007.0,3.5
3197-NNYNB,False,male,65,two year,credit card (automatic),0,1,1,0,1,1,0,1,1,105.1,6630.0,3.503333333333333
3198-VELRD,True,female,3,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,0,1,84.75,264.8,2.825
3199-NPKCN,False,female,67,one year,electronic check,1,1,1,1,0,1,1,1,1,111.25,7510.0,3.7083333333333335
3199-XGZCY,False,female,8,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,75.25,576.5,2.5083333333333333
3200-MNQTF,False,male,67,two year,credit card (automatic),0,1,1,1,1,1,1,0,0,70.9,4676.0,2.3633333333333337
3205-MXZRA,False,male,26,one year,credit card (automatic),0,1,1,0,0,0,1,1,0,59.45,1507.0,1.9816666666666667
3207-OYBWH,True,male,57,month-to-month,bank transfer (automatic),1,1,1,0,1,1,0,0,1,95.25,5428.0,3.175
3208-YPIOE,True,male,39,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,75.25,3018.0,2.5083333333333333
3209-ZPKFI,False,male,47,month-to-month,electronic check,0,1,1,0,1,0,0,0,0,54.25,2538.0,1.8083333333333333
3211-AAPKX,False,male,20,month-to-month,mailed check,1,1,1,0,0,0,1,1,1,98.55,2032.0,3.2849999999999997
3211-ILJTT,True,male,17,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,0,0,70.4,1214.0,2.3466666666666667
3212-KXOCR,False,male,52,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,21.0,1107.0,0.7
3213-VVOLG,False,male,0,two year,mailed check,0,1,0,0,0,0,0,0,0,25.35,0.0,0.8450000000000001
3214-IYUUQ,False,female,61,one year,bank transfer (automatic),0,1,1,1,1,0,1,0,1,93.7,5860.0,3.1233333333333335
3217-FZDMN,True,female,8,month-to-month,credit card (automatic),1,1,1,0,0,1,0,1,1,94.45,743.0,3.1483333333333334
3219-JQRSL,False,female,72,two year,credit card (automatic),0,1,1,1,1,1,1,1,1,89.1,6350.0,2.9699999999999998
3221-CJMSG,False,male,24,month-to-month,credit card (automatic),1,1,1,0,0,0,1,0,0,51.1,1270.0,1.7033333333333334
3223-DWFIO,False,male,4,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,69.35,261.8,2.3116666666666665
3223-WZWJM,True,male,26,month-to-month,electronic check,1,1,1,0,0,0,0,0,1,83.95,2254.0,2.7983333333333333
3224-DFQNQ,False,female,66,one year,electronic check,0,1,1,1,1,0,1,0,0,89.0,5900.0,2.966666666666667
3227-WLKLI,False,female,65,two year,bank transfer (automatic),0,1,1,1,1,1,1,1,1,91.55,5964.0,3.0516666666666667
3229-USWAR,False,female,34,one year,bank transfer (automatic),1,1,1,1,0,1,1,1,1,79.95,2728.0,2.665
3230-IUALN,False,female,45,two year,mailed check,1,1,1,1,0,1,1,1,1,81.0,3534.0,2.7
3230-JCNZS,False,female,71,two year,credit card (automatic),1,1,1,1,1,1,0,1,0,99.0,7060.0,3.3
3230-WYKIR,True,male,18,one year,credit card (automatic),1,1,1,0,0,1,1,1,1,82.0,1425.0,2.7333333333333334
3234-VKACU,False,male,2,month-to-month,electronic check,0,1,1,0,0,0,1,1,1,70.3,132.4,2.3433333333333333
3235-ETOOB,True,male,8,month-to-month,electronic check,1,1,1,1,0,0,0,0,0,74.5,610.0,2.4833333333333334
3237-AJGEH,True,female,3,month-to-month,mailed check,1,0,1,0,0,0,1,0,0,31.0,95.06,1.0333333333333334
3239-TPHPZ,False,female,12,two year,electronic check,1,1,0,0,0,0,0,0,0,20.05,264.5,0.6683333333333333
3243-ZHOHY,False,female,16,one year,mailed check,0,1,0,0,0,0,0,0,0,20.1,296.2,0.67
3244-CQPHU,False,female,72,two year,bank transfer (automatic),1,1,1,1,1,0,1,1,1,110.1,7748.0,3.67
3244-DCJWY,True,female,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,70.25,70.25,2.341666666666667
3247-MHJKM,False,male,1,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,20.2,20.2,0.6733333333333333
3247-ZVOUO,True,male,10,month-to-month,electronic check,0,1,1,0,0,0,0,0,1,85.55,852.0,2.8516666666666666
3249-VHRIP,False,female,62,two year,credit card (automatic),1,0,1,0,1,1,0,0,1,43.6,2748.0,1.4533333333333334
3249-ZPQRG,True,male,4,month-to-month,electronic check,0,1,1,0,1,0,0,0,0,78.45,330.0,2.615
3251-YMVWZ,False,male,53,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,24.05,1302.0,0.8016666666666666
3253-HKOKL,False,female,52,one year,electronic check,0,1,1,1,0,1,0,1,1,100.3,5244.0,3.3433333333333333
3254-YRILK,True,male,19,month-to-month,electronic check,1,1,1,0,1,0,0,1,0,88.2,1776.0,2.94
3255-GRXMG,False,male,18,month-to-month,credit card (automatic),1,1,1,0,0,0,0,0,0,45.65,747.0,1.5216666666666667
3256-EZDBI,False,male,51,month-to-month,credit card (automatic),1,0,1,0,1,0,0,0,0,29.45,1459.0,0.9816666666666667
3258-SANFR,False,male,6,month-to-month,credit card (automatic),0,1,1,0,0,0,0,0,0,44.7,276.5,1.49
3258-SYSWS,False,male,72,two year,bank transfer (automatic),0,1,1,1,1,1,1,1,1,113.8,7844.0,3.7933333333333334
3258-ZKPAI,False,male,72,two year,bank transfer (automatic),1,1,1,1,1,1,1,1,1,116.6,8340.0,3.8866666666666663
3259-FDWOY,True,male,71,two year,bank transfer (automatic),1,1,1,0,1,1,0,1,1,106.0,7724.0,3.533333333333333
3259-KNMRR,False,male,57,two year,bank transfer (automatic),1,1,1,0,1,1,0,1,1,79.75,4440.0,2.658333333333333
3259-QMXUN,False,male,58,two year,electronic check,1,1,1,1,1,1,0,1,1,86.1,4892.0,2.8699999999999997
3261-CQXOL,False,female,71,two year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,25.45,1813.0,0.8483333333333333
3262-EIDHV,False,female,72,two year,credit card (automatic),0,1,1,1,0,1,1,1,1,84.7,5892.0,2.8233333333333333
3266-FTKHB,False,male,17,two year,mailed check,0,1,0,0,0,0,0,0,0,19.15,343.5,0.6383333333333333
3269-ATYWD,True,male,39,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,1,1,95.65,3760.0,3.1883333333333335
3272-VUHPV,False,female,8,month-to-month,bank transfer (automatic),0,1,1,0,1,0,1,0,0,56.3,401.5,1.8766666666666665
3274-NSDWE,False,female,68,two year,credit card (automatic),0,1,0,0,0,0,0,0,0,19.6,1442.0,0.6533333333333334
3275-RHRNE,False,male,28,one year,credit card (automatic),1,0,1,0,1,1,1,1,1,60.0,1682.0,2.0
3276-HDUEG,True,female,1,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,75.05,75.06,2.5016666666666665
3278-FSIXX,False,female,2,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,45.25,74.2,1.5083333333333333
3279-DYZQM,False,male,71,two year,mailed check,0,1,0,0,0,0,0,0,0,19.45,1378.0,0.6483333333333333
3280-MRDOF,False,male,30,two year,credit card (automatic),1,1,1,0,0,1,1,1,0,69.1,2094.0,2.3033333333333332
3280-NMUVX,False,male,34,one year,credit card (automatic),0,1,0,0,0,0,0,0,0,19.6,679.0,0.6533333333333334
3282-ZISZV,False,male,32,one year,credit card (automatic),0,1,1,0,1,1,1,1,1,83.7,2634.0,2.79
3283-WCWXT,False,male,6,two year,mailed check,0,1,0,0,0,0,0,0,0,25.4,153.2,0.8466666666666666
3284-SVCRO,False,female,45,two year,mailed check,0,1,0,0,0,0,0,0,0,25.5,1121.0,0.85
3285-UCQVC,True,female,37,month-to-month,credit card (automatic),0,0,1,0,0,0,1,0,0,28.6,973.5,0.9533333333333334
3292-PBZEJ,False,male,11,month-to-month,electronic check,1,1,1,0,1,1,1,1,1,111.4,1183.0,3.7133333333333334
3295-YVUSR,False,male,2,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,72.6,154.2,2.42
3296-SILRA,True,female,1,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,76.4,76.4,2.546666666666667
3298-QEICA,False,female,23,two year,mailed check,0,0,1,1,0,0,1,0,0,34.6,813.5,1.1533333333333333
3301-LSLWQ,False,female,29,month-to-month,electronic check,1,1,1,1,0,0,0,0,1,66.1,1912.0,2.203333333333333
3301-VKTGC,False,male,68,one year,bank transfer (automatic),1,1,1,1,1,0,0,0,0,85.5,5696.0,2.85
3307-TLCUD,False,male,17,month-to-month,mailed check,0,0,1,1,0,1,0,0,0,34.4,593.0,1.1466666666666667
3308-DGHKL,False,male,69,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,19.3,1448.0,0.6433333333333333
3308-JSGML,False,male,59,two year,credit card (automatic),1,0,1,1,0,1,1,1,1,64.05,3886.0,2.135
3308-MHOOC,False,male,1,month-to-month,mailed check,1,1,0,0,0,0,0,0,0,19.2,19.2,0.64
3312-UUMZW,False,male,32,month-to-month,credit card (automatic),1,1,1,0,1,0,0,1,1,98.85,3146.0,3.295
3312-ZWLGF,False,male,29,month-to-month,electronic check,1,1,1,0,0,0,1,0,0,79.3,2414.0,2.643333333333333
3313-QKNKB,True,male,59,one year,electronic check,0,1,1,0,0,0,0,0,1,85.55,5084.0,2.8516666666666666
3315-IKYZQ,False,male,28,one year,mailed check,0,0,1,1,0,1,1,1,0,50.8,1387.0,1.6933333333333331
3315-TOTBP,True,male,15,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,76.0,1131.0,2.533333333333333
3316-UWXUY,False,male,50,month-to-month,credit card (automatic),1,1,1,1,1,0,1,0,1,93.5,4748.0,3.1166666666666667
3317-HRTNN,True,female,5,month-to-month,electronic check,0,0,1,0,0,0,0,1,1,45.7,198.0,1.5233333333333334
3317-VLGQT,False,female,14,month-to-month,electronic check,1,1,1,0,0,0,0,0,1,78.1,1122.0,2.603333333333333
3318-ISQFQ,False,female,20,month-to-month,bank transfer (automatic),1,1,0,0,0,0,0,0,0,19.5,413.0,0.65
3318-NMQXL,False,male,3,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,92.0,266.8,3.066666666666667
3318-OSATS,True,male,35,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,95.45,3474.0,3.1816666666666666
3319-DWOEP,True,male,6,month-to-month,electronic check,1,1,1,0,0,1,0,1,1,95.75,574.0,3.191666666666667
3320-VEOYC,False,male,14,month-to-month,electronic check,1,1,1,0,0,0,0,1,1,95.6,1273.0,3.1866666666666665
3323-CPBWR,False,male,23,month-to-month,credit card (automatic),1,1,1,0,0,1,1,1,0,96.9,2086.0,3.23
3324-OIRTO,False,male,71,one year,bank transfer (automatic),1,1,1,1,1,1,0,1,1,104.65,7290.0,3.4883333333333337
3325-FUYCG,True,male,28,one year,electronic check,0,1,1,1,1,0,0,1,1,106.1,2848.0,3.5366666666666666
3327-YBAKM,False,female,64,one year,mailed check,1,1,1,1,0,0,1,1,1,96.9,6316.0,3.23
3329-WDIOK,True,female,3,month-to-month,electronic check,1,0,1,0,1,0,0,1,1,50.6,155.4,1.6866666666666668
3331-HQDTW,True,female,34,month-to-month,mailed check,1,1,1,1,1,1,0,1,1,109.8,3588.0,3.6599999999999997
3334-CTHOL,True,female,1,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,0,0,49.95,49.94,1.665
3336-JORSO,True,female,33,month-to-month,electronic check,1,1,1,0,1,1,1,1,1,110.45,3656.0,3.6816666666666666
3337-EUOON,False,male,69,two year,bank transfer (automatic),1,1,0,0,0,0,0,0,0,26.0,1797.0,0.8666666666666667
3338-CVVEH,False,male,12,month-to-month,electronic check,0,1,1,0,0,0,0,1,1,94.55,1174.0,3.1516666666666664
3339-EAQNV,False,male,72,one year,credit card (automatic),1,1,1,0,1,0,0,1,1,97.25,7132.0,3.2416666666666667
3340-QBBFM,False,male,36,one year,credit card (automatic),0,1,1,0,0,1,1,0,0,54.1,1993.0,1.8033333333333335
3345-CSCIA,False,male,68,one year,credit card (automatic),1,1,1,1,1,1,0,0,1,76.9,5024.0,2.5633333333333335
3345-JHUEO,False,male,4,month-to-month,electronic check,1,1,0,0,0,0,0,0,0,20.2,55.7,0.6733333333333333
3345-PBBFH,False,male,8,month-to-month,bank transfer (automatic),1,1,1,0,1,0,0,0,0,49.55,393.5,1.6516666666666666
3346-BRMIS,True,female,18,month-to-month,electronic check,1,0,1,0,0,1,0,1,1,48.35,810.5,1.6116666666666668
3347-YJZZE,False,male,29,month-to-month,credit card (automatic),0,1,1,0,1,1,0,1,1,80.1,2212.0,2.67
3348-CFRNX,True,female,28,month-to-month,mailed check,1,1,1,1,0,0,0,1,1,92.35,2602.0,3.078333333333333
3349-ANQNH,False,female,59,one year,electronic check,1,1,1,0,0,1,0,1,1,99.5,5890.0,3.316666666666667
3351-NGXYI,False,female,16,month-to-month,electronic check,1,1,1,1,0,0,0,0,0,54.1,889.0,1.8033333333333335
3351-NQLDI,True,female,67,one year,credit card (automatic),1,1,1,1,0,0,1,0,1,94.35,6340.0,3.145
3352-ALMCK,False,male,40,month-to-month,mailed check,1,1,1,0,1,1,0,1,1,102.65,4108.0,3.421666666666667
3352-RICWQ,False,female,9,two year,mailed check,0,1,0,0,0,0,0,0,0,19.75,210.6,0.6583333333333333
3354-OADJP,False,female,8,one year,bank transfer (automatic),0,1,1,1,0,0,1,0,0,54.25,447.8,1.8083333333333333
3359-DSRKA,False,female,58,two year,mailed check,1,1,0,0,0,0,0,0,0,19.85,1159.0,0.6616666666666667
3363-DTIVD,False,male,71,two year,electronic check,0,1,1,1,0,1,0,1,1,105.55,7404.0,3.518333333333333
3363-EWLGO,False,female,5,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.95,109.6,0.6649999999999999
3365-SAIGS,False,female,17,month-to-month,electronic check,1,1,1,0,1,0,0,1,0,83.55,1329.0,2.7849999999999997
3370-GQEAL,False,male,30,month-to-month,electronic check,0,1,1,0,0,0,0,1,0,85.45,2510.0,2.8483333333333336
3370-HXOPH,False,female,3,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,76.1,257.5,2.5366666666666666
3372-CDXFJ,False,male,13,one year,bank transfer (automatic),0,1,0,0,0,0,0,0,0,24.5,343.5,0.8166666666666667
3372-KWFBM,True,male,16,month-to-month,electronic check,1,1,1,0,0,0,0,1,0,86.6,1281.0,2.8866666666666663
3373-DIUUN,False,male,30,two year,mailed check,0,1,0,0,0,0,0,0,0,21.25,712.0,0.7083333333333334
3373-YZZYM,False,male,1,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.2,19.2,0.64
3374-LXDEV,True,female,13,month-to-month,electronic check,0,1,1,0,1,1,1,0,0,89.4,1132.0,2.98
3374-PZLXD,False,male,34,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,19.7,675.5,0.6566666666666666
3374-TTZTK,False,male,52,two year,electronic check,1,1,1,1,1,1,1,1,1,106.3,5490.0,3.5433333333333334
3376-BMGFE,True,female,4,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,0,0,70.9,273.0,2.3633333333333337
3378-AJRAO,False,male,44,one year,electronic check,0,1,0,0,0,0,0,0,0,24.85,1013.5,0.8283333333333334
3384-CTMSF,False,male,47,month-to-month,electronic check,1,1,1,0,1,1,0,1,1,104.1,5136.0,3.4699999999999998
3387-PLKUI,False,female,13,month-to-month,mailed check,0,1,0,0,0,0,0,0,0,18.8,251.2,0.6266666666666667
3387-VATUS,True,male,5,month-to-month,bank transfer (automatic),1,1,1,0,0,0,0,1,1,94.85,462.8,3.1616666666666666
3389-KTRXV,False,female,23,two year,mailed check,0,1,0,0,0,0,0,0,0,23.85,625.5,0.795
3389-YGYAI,True,female,8,month-to-month,electronic check,1,1,1,0,1,1,0,1,1,105.5,829.5,3.5166666666666666
3391-JSQEW,False,male,40,month-to-month,mailed check,1,1,1,0,1,0,0,0,0,50.15,2058.0,1.6716666666666666
3392-EHMNK,False,female,67,two year,credit card (automatic),0,1,1,0,1,0,1,1,0,94.1,6304.0,3.1366666666666663
3393-FMZPV,True,female,25,month-to-month,electronic check,1,1,1,0,1,0,0,1,1,100.25,2388.0,3.341666666666667
3394-UQYIB,False,female,2,month-to-month,credit card (automatic),0,1,1,0,1,0,0,0,0,50.15,115.1,1.6716666666666666
3396-DKDEL,False,female,70,two year,credit card (automatic),1,1,1,1,1,1,1,1,1,115.15,8250.0,3.8383333333333334
3397-AVTKU,False,male,43,two year,electronic check,1,1,1,0,1,0,0,0,1,60.0,2548.0,2.0
3398-FSHON,True,female,12,month-to-month,electronic check,1,1,1,0,1,0,0,1,0,91.3,1094.0,3.0433333333333334
3398-GCPMU,False,female,72,two year,credit card (automatic),1,1,1,1,1,1,1,1,1,89.55,6450.0,2.985
3398-ZOUAA,True,male,21,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,69.1,1475.0,2.3033333333333332
3399-BMLVW,False,male,51,two year,credit card (automatic),0,1,1,1,1,0,1,0,0,60.5,3122.0,2.0166666666666666
3400-ESFUW,True,male,55,two year,bank transfer (automatic),0,1,1,1,1,0,1,0,0,57.55,3046.0,1.9183333333333332
3401-URHDA,False,male,51,one year,credit card (automatic),0,1,1,1,0,0,1,0,0,59.9,3044.0,1.9966666666666666
3402-XRIUO,False,female,22,month-to-month,mailed check,1,1,1,1,1,0,1,0,0,63.55,1382.0,2.118333333333333
3404-JNXAX,False,female,51,month-to-month,electronic check,1,1,1,0,0,0,1,0,0,80.75,4116.0,2.691666666666667
3407-JMJQQ,False,female,71,two year,bank transfer (automatic),1,1,1,1,1,1,0,1,1,109.0,7660.0,3.6333333333333333
3407-QGWLG,False,male,3,month-to-month,mailed check,1,1,0,0,0,0,0,0,0,20.05,75.44,0.6683333333333333
3410-MHHUM,False,female,44,one year,electronic check,0,1,1,0,1,1,0,0,1,94.4,4296.0,3.146666666666667
3410-YOQBQ,False,female,31,two year,mailed check,0,1,1,0,1,1,1,1,1,79.2,2498.0,2.64
3411-WLRSQ,False,female,3,month-to-month,bank transfer (automatic),1,1,1,0,1,0,0,0,0,74.6,239.0,2.4866666666666664
3413-BMNZE,False,male,1,month-to-month,bank transfer (automatic),0,1,1,0,0,0,0,0,0,45.25,45.25,1.5083333333333333
3413-CSSTH,False,male,41,month-to-month,bank transfer (automatic),1,1,1,0,0,1,0,0,0,55.7,2238.0,1.8566666666666667
3413-DHLPB,False,male,60,month-to-month,bank transfer (automatic),1,1,1,0,1,0,1,1,1,103.75,5970.0,3.4583333333333335
3415-TAILE,True,female,2,month-to-month,mailed check,0,1,1,0,0,0,0,1,1,65.7,134.4,2.19
3417-TSCIC,False,male,29,one year,mailed check,1,0,1,0,0,0,0,0,0,24.85,788.0,0.8283333333333334
3419-SNJJD,True,female,65,month-to-month,bank transfer (automatic),0,1,1,1,0,1,0,1,1,105.25,6788.0,3.5083333333333333
3420-YJLQT,False,female,2,month-to-month,electronic check,0,1,1,0,1,0,0,0,0,79.55,151.8,2.6516666666666664
3420-ZDBMA,False,male,5,month-to-month,mailed check,1,1,1,0,0,0,0,0,0,71.45,371.5,2.381666666666667
3422-GALYP,False,male,2,month-to-month,electronic check,1,1,1,0,1,0,0,0,0,79.45,145.1,2.6483333333333334
3422-LYEPQ,True,male,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,71.0,71.0,2.3666666666666667
3422-WJOYD,False,male,28,one year,mailed check,0,1,1,1,0,0,1,0,0,54.35,1426.0,1.8116666666666668
3423-HHXAO,False,female,14,one year,mailed check,1,1,0,0,0,0,0,0,0,19.5,272.0,0.65
3424-NMNBO,True,male,58,one year,electronic check,1,1,1,1,1,1,0,1,1,108.85,6290.0,3.628333333333333
3426-NIYYL,True,male,15,month-to-month,electronic check,0,1,1,0,0,0,0,0,0,51.55,765.5,1.7183333333333333
3427-GGZZI,False,female,19,month-to-month,electronic check,1,1,1,0,1,0,0,0,1,89.1,1621.0,2.9699999999999998
3428-MMGUB,False,male,60,two year,electronic check,1,1,1,0,0,1,0,1,0,89.55,5230.0,2.985
3428-XZMAZ,True,male,1,month-to-month,electronic check,1,1,1,0,0,0,0,0,0,69.35,69.4,2.3116666666666665
3429-IFLEM,False,female,71,two year,credit card (automatic),0,1,1,1,1,1,1,1,0,77.35,5550.0,2.578333333333333
3439-GVUSX,False,male,1,month-to-month,mailed check,0,0,1,0,0,0,0,0,0,24.4,24.4,0.8133333333333332
3440-JPSCL,True,female,6,month-to-month,mailed check,1,1,1,0,0,1,1,1,1,99.95,547.5,3.3316666666666666
